location,review,name,user_profile,userloc,rating
mandi,Best place to stay at affordable price with view of river . Host uncle is very nice person. Will definitly visit again . Barot is most beautiful place to visit   ......word natural beauty is made fr it  ..!!!,kml k,/Profile/kmlk7,,50
