location,review,name,user_profile,userloc,rating
mandi,"It is a very small hotel I would have not stayed in it in a normal circumstance. Since a business associate had made a booking we had to stay here. But yhe hotel surprised me. For the standard of the hotel the rooms were clean, very basic though no AC in the rooms. The hotel doesn't have a restaurant but they manage to get some food from nearby. ",Adi2963,/Profile/Adi2963,"Mumbai, India",20
