location,review,name,user_profile,userloc,rating
tehri-gharwal,"High Bank Himalayan Retreat is a great adventure place in Shivpuri area. The place has nice tent arrangements for staying and also offers activities like rafting, trecking, bonfire, rappelling etc They also make great food arrangements as well",akankshacoolgirl,/Profile/akankshacoolgirl,"Gurugram (Gurgaon), India",50
tehri-gharwal,"Himalayan retreat on bank of Shivpuri has fantastic property. We stayed there for 2 days with family. Taken care very well...great food, full service to take care of outdoor activities like rafting, tracking and at Bonfire",ngupta74,/Profile/ngupta74,"Gurgaon, Haryana, India",50
