location,review,name,user_profile,userloc,rating
bageshwar,"Hotel is in beautiful location and has a spectacular view of snow covered himayala. Clean rooms with all amenities. Food is tasty and  helful staff. Had a very pleasant stay with my family,a must stay hotel.",shubhangipant,/Profile/shubhangipant,,50
