location,review,name,user_profile,userloc,rating
haridwar,Best hotel and rooms are awesome... It is near to shantikunj on national highway ... Staff is very helpful .. all service's are provided by the hotel .. food is awesome ... And I love to visit again in the same hotel ... Hotel apsara ,sarthak777,/Profile/sarthak777,,50
