location,review,name,user_profile,userloc,rating
haridwar,Average Hotel. No hot water in rooms. rooms are not cleaned and not maintain properly.only good thing is location of hotel very near to Har ki paudi and Mansa devi temple. no room service even after calling so many times.,sunil_ahuja21,/Profile/sunil_ahuja21,"Ahmedabad, India",20
haridwar,The hotel is a budget hotel located near Har ki Paudi. The service is good. Food is also very good here. For one night stay the hotel is best. Istayed in this hotel on 3/4/2015. I liked this hotel due to it's location.,vivekjha2015,/Profile/vivekjha2015,Asansol,30
