location,review,name,user_profile,userloc,rating
haridwar,We have stayed in dis hotel. The rates were charged is much better than the 3* hotels are charging were as not providing the rooms according to the charge's. We were very much happy with the hotel.  Only the point is their are few staff and if the management will keep more staff .,anukth,/Profile/anukth,"New Delhi, India",40
